Source Country,Country,Distri rrondissement/County,State/Region (ISO 3166-2),Abv,Subregion,Pop,Type,Metro Area,Sub Country,lookup,Census Year,,Subtype,Admin Level,Region (ISO 3166-2),Primary Name,Direct Subtype,Direct Admin,Direct Region ISO,Direct Primary,County Subtype,County Admin,County Region ISO,County Primary,Region Subtype,Region Admin,Region Region ISO,Region Primary,Confidence,Score,Resolved Region ISO
Cameroon,Cameroon,Baschéo,North,,Bénoué,26743,Arrondissement,,,#N/A,2005,NorthCameroon,,,,,locality,,CM-NO,Baschéo,,,,,region,1,CM-NO,Nord,HIGH,1.0,CM-NO
Cameroon,Cameroon,Mayo-Hourna,North,,Bénoué,21445,Arrondissement,,,#N/A,2005,NorthCameroon,,,,,locality,,CM-NO,Mayo-Hourna,,,,,region,1,CM-NO,Nord,HIGH,1.0,CM-NO
Cameroon,Cameroon,Dembo,North,,Bénoué,15816,Arrondissement,,,#N/A,2005,NorthCameroon,,,,,locality,,CM-NO,Dembo,,,,,region,1,CM-NO,Nord,HIGH,1.0,CM-NO
Cameroon,Cameroon,Bamenda II,Northwest,,Mezam,184277,City Arrondissement,Bamenda,,Bamenda,2005,NorthwestCameroon,,,,,locality,,CM-NW,Bamenda I,,,,,region,1,CM-NW,Northwest,MED,0.947,CM-NW
Cameroon,Cameroon,Bamenda III,Northwest,,Mezam,110253,City Arrondissement,Bamenda,,Bamenda,2005,NorthwestCameroon,,,,,locality,,CM-NW,Bamenda I,,,,,region,1,CM-NW,Northwest,LOW,0.9,CM-NW
Cameroon,Cameroon,Bamenda I,Northwest,,Mezam,28359,City Arrondissement,Bamenda,,Bamenda,2005,NorthwestCameroon,,,,,locality,,CM-NW,Bamenda I,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Oku,Northwest,,Bui,87720,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,,,,,,,,,region,1,CM-NW,Northwest,NONE,0.0,CM-NW
Cameroon,Cameroon,Kumbo,Northwest,,Bui,83479,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Kumbo,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Ndu,Northwest,,Donga-Mantung,73955,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Ndu,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Nwa,Northwest,,Donga-Mantung,69954,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Nwa,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Ndop,Northwest,,Ngo-Ketunjia,69603,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Ndop,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Balikumbat,Northwest,,Ngo-Ketunjia,68537,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Balikumbat,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Santa,Northwest,,Mezam,64391,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Santa,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Nkambé,Northwest,,Donga-Mantung,63032,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Nkambe,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Fungom,Northwest,,Menchum,58666,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,,,,,,,,,region,1,CM-NW,Northwest,NONE,0.0,CM-NW
Cameroon,Cameroon,Bafut,Northwest,,Mezam,57930,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Bafut,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Menchum Valley,Northwest,,Menchum,50235,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,,,,,,,,,region,1,CM-NW,Northwest,NONE,0.0,CM-NW
Cameroon,Cameroon,Babessi,Northwest,,Ngo-Ketunjia,49208,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Babessi,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Tubah,Northwest,,Mezam,48542,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Tubah,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Jakiri,Northwest,,Bui,47022,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Jakiri,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Fundong,Northwest,,Boyo,45831,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Fundong,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Batibo,Northwest,,Momo,44619,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Batibo,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Nkum,Northwest,,Bui,44059,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Nkum,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Belo,Northwest,,Boyo,40757,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Belo,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Ako,Northwest,,Donga-Mantung,40349,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Ako,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Noni,Northwest,,Bui,39400,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,,,,,,,,,region,1,CM-NW,Northwest,NONE,0.0,CM-NW
Cameroon,Cameroon,Wum,Northwest,,Menchum,39100,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Wum,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Mbengwi,Northwest,,Momo,31591,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Mbengwi,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Bali,Northwest,,Mezam,30375,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Bali,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Widikum-Menka,Northwest,,Momo,28152,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,,,,,,,,,region,1,CM-NW,Northwest,NONE,0.0,CM-NW
Cameroon,Cameroon,Misaje,Northwest,,Donga-Mantung,22641,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Misaje,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Njinikom,Northwest,,Boyo,20461,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Njinikom,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Mbven,Northwest,,Bui,20289,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,,,,,,,,,region,1,CM-NW,Northwest,NONE,0.0,CM-NW
Cameroon,Cameroon,Bum,Northwest,,Boyo,17838,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,,,,,,,,,region,1,CM-NW,Northwest,NONE,0.0,CM-NW
Cameroon,Cameroon,Ngie,Northwest,,Momo,17697,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,,,,,,,,,region,1,CM-NW,Northwest,NONE,0.0,CM-NW
Cameroon,Cameroon,Njikwa,Northwest,,Momo,16634,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Nijkwa,,,,,region,1,CM-NW,Northwest,LOW,0.833,CM-NW
Cameroon,Cameroon,Furu-Awa,Northwest,,Menchum,13997,Arrondissement,,,#N/A,2005,NorthwestCameroon,,,,,locality,,CM-NW,Furu-Awa,,,,,region,1,CM-NW,Northwest,HIGH,1.0,CM-NW
Cameroon,Cameroon,Sangmélima,South,,Dja-et-Lobo,82513,Arrondissement,Sangmélima,,Sangmélima,2005,SouthCameroon,,,,,locality,,CM-SU,Sangmélima,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Ebolowa II,South,,Mvila,55957,City Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Ebolowa II,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Ambam,South,,Vallée-du-Ntem,41089,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Ambam,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Kribi II,South,,Océan,40679,City Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Kribi II,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Ebolowa I,South,,Mvila,40538,City Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Ebolowa I,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Meyomessala,South,,Dja-et-Lobo,31366,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Meyomessala,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Zoétélé,South,,Dja-et-Lobo,30583,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Zoétélé,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Kribi I,South,,Océan,29886,City Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Kribi I,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Niete,South,,Océan,23921,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Niété,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Lokoundje,South,,Océan,22681,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Lokoundjé,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Djoum,South,,Dja-et-Lobo,18050,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Djoum,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Mvengue,South,,Océan,17757,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Mvengue,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Mengong,South,,Mvila,17222,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Mengong,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Kyé-Ossi,South,,Vallée-du-Ntem,17117,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Kyé-Ossi,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Mvangan,South,,Mvila,16114,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Mvangan,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Ngoulemakong,South,,Mvila,14675,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Ngoulémakong,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Lolodorf,South,,Océan,14326,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Lolodorf,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Bipindi,South,,Océan,14118,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Bipindi,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Biwong-Bane,South,,Mvila,13151,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Biwong-Bané,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Bengbis,South,,Dja-et-Lobo,13075,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Bengbis,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Biwong-Bulu,South,,Mvila,12867,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Biwong-Bulu,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Ma'an,South,,Vallée-du-Ntem,12448,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Ma'an,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Meyomessi,South,,Dja-et-Lobo,9227,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Meyomessi,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Efoulan,South,,Mvila,8905,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Efoulan,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Akom II,South,,Océan,8802,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Akom II,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Olamze,South,,Vallée-du-Ntem,8528,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Olamzé,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Campo,South,,Océan,6923,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Campo,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Mintom,South,,Dja-et-Lobo,6130,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Mintom,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Oveng,South,,Dja-et-Lobo,6007,Arrondissement,,,#N/A,2005,SouthCameroon,,,,,locality,,CM-SU,Oveng,,,,,region,1,CM-SU,Sud,HIGH,1.0,CM-SU
Cameroon,Cameroon,Buea,Southwest,,Fako,131325,Arrondissement,Douala,,Douala,2005,SouthwestCameroon,,,,,locality,,CM-SW,Buea,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Tiko,Southwest,,Fako,117884,Arrondissement,Douala,,Douala,2005,SouthwestCameroon,,,,,locality,,CM-SW,Tiko,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Limbé I,Southwest,,Fako,93255,City Arrondissement,Douala,,Douala,2005,SouthwestCameroon,,,,,locality,,CM-SW,Limbé I,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Muyuka,Southwest,,Fako,86268,Arrondissement,Douala,,Douala,2005,SouthwestCameroon,,,,,locality,,CM-SW,Muyuka,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Limbé II,Southwest,,Fako,16401,City Arrondissement,Douala,,Douala,2005,SouthwestCameroon,,,,,locality,,CM-SW,Limbé II,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,West Coast,Southwest,,Fako,12725,Arrondissement,Douala,,Douala,2005,SouthwestCameroon,,,,,,,,,,,,,region,1,CM-SW,Southwest,NONE,0.0,CM-SW
Cameroon,Cameroon,Limbé III,Southwest,,Fako,8554,City Arrondissement,Douala,,Douala,2005,SouthwestCameroon,,,,,locality,,CM-SW,Limbé III,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Mbonge,Southwest,,Meme,115692,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Mbonge,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Akwaya,Southwest,,Manyu,85914,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Akwaya,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Kumba I,Southwest,,Meme,68095,City Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Kumba I,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Kumba II,Southwest,,Meme,62878,City Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Kumba II,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Tombel,Southwest,,Koupé-Manengouba,57017,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Tombel,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Ekondo-Titi,Southwest,,Ndian,56503,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Ekondo-Titi,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Konye,Southwest,,Meme,44711,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Konye,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Fontem,Southwest,,Lebialem,39706,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,,,,,,,,,region,1,CM-SW,Southwest,NONE,0.0,CM-SW
Cameroon,Cameroon,Wabane,Southwest,,Lebialem,38175,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Wabane,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Eyumodjock,Southwest,,Manyu,35999,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Eyumodjock,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Alou,Southwest,,Lebialem,35855,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Alou,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Kumba III,Southwest,,Meme,35358,City Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Kumba III,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Mamfé Central,Southwest,,Manyu,31641,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,,,,,,,,,region,1,CM-SW,Southwest,NONE,0.0,CM-SW
Cameroon,Cameroon,Upper Banyang,Southwest,,Manyu,27485,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,,,,,,,,,region,1,CM-SW,Southwest,NONE,0.0,CM-SW
Cameroon,Cameroon,Nguti,Southwest,,Koupé-Manengouba,27151,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Nguti,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Bangem,Southwest,,Koupé-Manengouba,21411,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Bangem,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Bamusso,Southwest,,Ndian,19230,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Bamusso,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Mundemba,Southwest,,Ndian,14385,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Mudemba,,,,,region,1,CM-SW,Southwest,MED,0.933,CM-SW
Cameroon,Cameroon,Dikome-Balue,Southwest,,Ndian,13364,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Dikome-Balue,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Toko,Southwest,,Ndian,7035,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Toko,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Idabato,Southwest,,Ndian,3482,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Idabato,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Isanguele,Southwest,,Ndian,3476,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Isanguele,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Kombo-Itindi,Southwest,,Ndian,2958,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Kombo-Itindi,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Kombo-Abedimo,Southwest,,Ndian,2146,Arrondissement,,,#N/A,2005,SouthwestCameroon,,,,,locality,,CM-SW,Kombo-Abedimo,,,,,region,1,CM-SW,Southwest,HIGH,1.0,CM-SW
Cameroon,Cameroon,Bafang,West,,Haut-Nkam,29821,Arrondissement,Bafang,,Bafang,2005,WestCameroon,,,,,locality,,CM-OU,Bafang,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Bafoussam II,West,,Mifi,121282,City Arrondissement,Bafoussam,,Bafoussam,2005,WestCameroon,,,,,locality,,CM-OU,Bafoussam II,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Bafoussam I,West,,Mifi,98339,City Arrondissement,Bafoussam,,Bafoussam,2005,WestCameroon,,,,,locality,,CM-OU,Bafoussam I,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Bafoussam III,West,,Mifi,81835,City Arrondissement,Bafoussam,,Bafoussam,2005,WestCameroon,,,,,locality,,CM-OU,Bafoussam III,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Bangangté,West,,Ndé,63595,Arrondissement,Bangangté,,Bangangté,2005,WestCameroon,,,,,locality,,CM-OU,Bangangté,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Dschang,West,,Menoua,101385,Arrondissement,Dschang,,Dschang,2005,WestCameroon,,,,,locality,,CM-OU,Dschang,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Mbouda,West,,Bamboutos,120650,Arrondissement,Mbouda,,Mbouda,2005,WestCameroon,,,,,locality,,CM-OU,Mbouda,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Foumban,West,,Noun,106309,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Foumban,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Batcham,West,,Bamboutos,83817,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Batcham,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Foumbot,West,,Noun,76486,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Foumbot,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Penka-Michel,West,,Menoua,65135,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Penka-Michel,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Nkong-Ni,West,,Menoua,53367,Arrondissement,,,#N/A,2005,WestCameroon,,,,,,,,,,,,,region,1,CM-OU,Ouest,NONE,0.0,CM-OU
Cameroon,Cameroon,Galim,West,,Bamboutos,51014,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Galim,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Koutaba,West,,Noun,49171,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Koutaba,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Kouoptamo,West,,Noun,48772,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Kouoptamo,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Malentouen,West,,Noun,45121,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Malentouen,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Poumougne,West,,Koung-Khi,40637,Arrondissement,,,#N/A,2005,WestCameroon,,,,,,,,,,,,,region,1,CM-OU,Ouest,NONE,0.0,CM-OU
Cameroon,Cameroon,Massangam,West,,Noun,38736,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Massangam,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Santchou,West,,Menoua,37479,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Santchou,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Babadjou,West,,Bamboutos,36929,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Babadjou,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Magba,West,,Noun,35628,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Magba,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Bamendjou,West,,Hauts-Plateaux,34269,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Bamendjou,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Kékem,West,,Haut-Nkam,31542,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Kékem,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Bandja,West,,Haut-Nkam,30931,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Bandja,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Bangourain,West,,Noun,30877,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Bangourain,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Banka,West,,Haut-Nkam,25290,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Banka,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
Cameroon,Cameroon,Njimom,West,,Noun,23983,Arrondissement,,,#N/A,2005,WestCameroon,,,,,locality,,CM-OU,Njimom,,,,,region,1,CM-OU,Ouest,HIGH,1.0,CM-OU
